,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
352538,1.01E+35,660,0.107621588,-0.495203606,1,1
352546,1.01E+35,620,0.147051419,-0.195369817,0.8,0.9
352548,1.01E+35,514,0.27197678,-0.096828441,0.6,0.9
352554,1.00E+35,130,0.597740009,0.397929663,0.4,0.6
352576,1.10E+34,172,0.597740009,0.397927998,0.4,0.7
352580,1.00E+19,268,0.296710013,0.096887489,0.8,0.5
352593,1.00E+33,376,0.1998,-2.77E-05,1,0.1
352619,1.00E+21,440,0.296710013,0.096874652,0.8,1.11E-16
352654,1.01E+35,1142,8.88E-17,-0.434585956,1,1
352658,1.00E+27,424,0.1998,-2.77E-05,1,0.1
352667,1.00E+32,124,0.597740009,0.39792282,0.4,0.5
352698,1.00E+35,356,0.1998,-2.34E-05,1,0.3
352708,1.01E+25,316,0.42164875,0.221829317,0.6,0.5
352714,1.00E+35,328,0.42164875,0.221831893,0.6,0.7
352725,1.01E+35,776,0.032972288,-0.435524286,1,1
352738,1.00E+29,164,0.597740009,0.397921963,0.4,0.4
352766,1.01E+35,716,2.66E-16,-0.193267004,1,0.8
352797,1.01E+35,528,0.090821702,-0.213577193,1,0.7
352799,1.00E+26,220,0.597740009,0.397922342,0.4,0.6
352830,1.01E+35,454,0.277308274,-0.120964898,0.6,1
352848,1.11E+35,444,0.341798014,-0.209151058,0.6,0.8
352849,1.10E+35,300,0.597740009,0.397925375,0.4,0.4
352866,1.10E+33,124,0.42164875,0.221834366,0.6,0.5
352880,1.00E+23,282,0.296710013,0.096891967,0.8,0.7
352889,1.01E+35,292,0.296910013,-0.22044545,0.8,0.4
352902,1.00E+23,236,0.42164875,0.221829317,0.6,0.6
352905,1.01E+35,440,0.233001598,-0.228730614,1,0.8
352932,1.01E+35,912,0.047830596,-0.499391178,1,0.9
352962,1.01E+35,680,0.166819218,-0.519882491,1,0.9
352993,1.00E+30,112,0.296710013,0.096890433,0.8,0.4
353017,1.00E+31,268,0.296710013,0.096894583,0.8,0.7
353037,1.01E+35,536,0,-0.131452937,1,0.3
353048,1.00E+35,394,0.296710013,0.096894491,0.8,0.7
353062,1.10E+33,428,0.296710013,0.096890433,0.8,0.4
353078,1.00E+35,362,0.1998,-1.70E-05,1,0.6
353109,1.00E+34,332,0.42164875,0.221828546,0.6,0.1
353154,1.00E+19,146,0.1998,-2.77E-05,1,0.3
353178,1.10E+32,362,0.1998,-2.65E-05,1,0.1
353185,1.00E+35,302,0.82184875,0.18279551,0.6,0.6
353190,1.01E+35,616,0.26725826,-0.238963711,1,1
353196,1.00E+35,392,0.42164875,0.221835494,0.6,0.8
353201,1.01E+35,516,0.166198227,-0.277010624,0.8,1
353217,1.00E+32,344,0.1998,-3.39E-05,1,1.11E-16
353221,1.01E+35,482,0.234314575,-0.090005698,1,0.8
353258,1.00E+16,156,0.42164875,0.22182405,0.6,0.4
353275,1.00E+29,302,0.296710013,0.096889984,0.8,0.6
353290,1.01E+35,488,0.235525933,-0.407207609,0.8,1
353309,1.01E+35,612,0.083896718,-0.335168407,1,0.8
353315,1.10E+35,338,0.42164875,0.221833866,0.6,0.6
353338,1.01E+35,650,0.193045629,-0.177694395,1,0.9
353346,1.01E+35,468,0.054968593,-0.189467376,1,0.9
353365,1.00E+23,446,0.1998,-1.80E-05,1,0.4
353384,1.00E+35,102,0.597740009,0.397925384,0.4,0.5
353420,1.01E+35,614,0.290358281,-0.286489401,0.6,1
353433,1.11E+35,394,0.379440115,-0.240358153,0.6,0.8
353456,1.00E+30,186,0.597740009,0.397927652,0.4,0.7
353457,1.00E+29,308,0.597740009,0.397922807,0.4,0.5
353462,1.00E+29,310,0.42184875,0.055686483,0.6,0.7
353473,1.00E+31,0,0.296710013,0.096888809,0.8,0.5
353474,1.00E+27,416,0.1998,-2.19E-05,1,0.5
353485,1.00E+15,156,0.42164875,0.221831069,0.6,0.4
353526,1.00E+33,330,0.1998,-1.55E-05,1,0.6
353534,1.00E+35,252,0.096910013,-0.093396408,0.8,1
353537,1.00E+35,238,0.241158621,-0.399320466,0.8,0.7
353554,1.01E+29,266,2.963032011,0.191663905,0.6,0.6
353563,1.00E+34,0,0.42164875,0.221831548,0.6,0.4
353594,1.01E+29,232,0.124012994,-0.044119117,0.8,0.7
353596,1.00E+32,224,0.296710013,0.09689421,0.8,0.8
353619,1.00E+19,182,0.597740009,0.397924206,0.4,0.8
353631,1.01E+35,528,0.242438427,-0.274542898,0.6,1
353640,1.00E+35,152,0.1998,-1.69E-05,1,0.5
353642,1.10E+33,410,0.319358985,0.014744184,0.6,0.7
353658,1.00E+34,336,0.1998,-3.39E-05,1,1.11E-16
353664,1.01E+29,212,1.412409741,0.043175733,0.8,0.7
353666,1.00E+35,222,0.296710013,0.096899708,0.8,0.7
353679,1.00E+35,230,0.159927698,-0.284605,0.8,0.6
353706,1.01E+35,274,0.053589987,-0.400902765,1,0.8
353719,1.01E+14,350,0.1998,-3.74E-05,1,1.11E-16
353721,1.01E+29,334,0.42164875,0.221831893,0.6,0.9
353741,1.00E+35,340,0.108896845,-0.143761957,0.8,0.9
353752,1.00E+35,242,0.1998,-2.25E-05,1,0.5
353754,1.10E+20,114,0.1998,-1.80E-05,1,0.6
353756,1.00E+32,190,0.296710013,0.096891439,0.8,0.7
353759,1.01E+35,516,0.23097636,-0.262084491,0.6,1
353769,1.00E+35,320,0.1998,-2.00E-05,1,0.4
353787,1.00E+35,0,0.126579088,-0.223074233,0.8,0.7
353796,1.00E+35,216,0.414969763,0.068810177,0.4,1
353822,1.01E+35,406,0.334209429,-0.31472927,0.6,0.5
353834,1.00E+30,0,0.42164875,0.221831433,0.6,0.6
353845,1.00E+34,200,0.296710013,0.096893046,0.8,0.8
353900,1.01E+35,576,0.018767264,-0.439043363,1,0.6
353902,1.00E+32,314,0.296710013,0.096894872,0.8,0.8
353906,1.01E+35,506,0.306826639,-0.209831037,0.6,0.7
353910,1.00E+35,0,0.597740009,0.397925953,0.4,0.6
353935,1.00E+19,330,0.42164875,0.221831906,0.6,0.8
353969,1.00E+34,190,0.1998,-3.54E-05,1,0.1
353985,1.00E+33,202,3.332506141,0.355763585,0.4,0.9
353989,1.01E+33,0,0.407326578,0.212104249,0.4,0.9
354015,1.00E+25,234,0.296710013,0.096893488,0.8,0.8
354016,1.00E+35,192,0.597740009,0.397925466,0.4,0.8
354038,1.00E+15,244,0.1998,-3.39E-05,1,1.11E-16
354070,1.00E+35,484,0.132944073,-0.418740887,1,0.9
354089,1.00E+35,250,0.210239829,-0.370452684,0.8,0.8
354111,1.00E+20,284,0.1998,-2.65E-05,1,0.4
354139,1.00E+34,0,0.296710013,0.096892696,0.8,0.7
354170,1.00E+35,310,0.04,-0.177447297,1,0.7
354172,1.00E+35,150,0.597940009,0.164153698,0.4,0.7
354183,1.01E+33,446,0.296710013,0.096898389,0.8,0.8
354188,1.00E+35,154,0.597740009,0.397925125,0.4,0.6
354195,1.01E+29,322,0.1998,-1.86E-05,1,0.7
354212,1.00E+29,250,0.42164875,0.22183332,0.6,0.4
354260,1.10E+31,310,0.296710013,0.096891439,0.8,0.6
354339,1.00E+35,0,0.445959542,0.213552565,0.4,0.9
354345,1.01E+29,244,1.628269237,0.06117972,0.8,0.6
354351,1.00E+34,252,0.290489525,0.000921146,0.6,0.6
354352,1.00E+35,364,0.317657161,-0.028288173,0.6,0.9
354387,1.00E+25,0,0.296710013,0.096889984,0.8,0.7
354411,1.00E+35,404,0.262511853,-0.543261568,0.8,0.5
354422,1.01E+35,318,0.38745059,-0.303659702,0.6,0.7
354431,1.00E+35,424,0.113329816,-0.509602555,1,0.7
354434,1.00E+32,150,0.1998,-5.30E-05,1,0.3
354532,1.00E+35,222,0.332678125,-0.241470015,0.6,1
354568,1.00E+35,234,0.223373394,-0.113721462,0.6,0.7
354583,1.00E+35,298,0.296710013,0.096890433,0.8,0.5
354598,1.01E+35,328,0.306826639,-0.178614198,0.6,0.8
354600,1.00E+35,280,0.42164875,0.221834685,0.6,0.7
354624,1.01E+29,228,0.770816928,0.281121303,0.4,0.7
354629,1.00E+19,104,0.1998,-2.47E-05,1,0.4
354635,1.10E+31,318,0.296710013,0.096888809,0.8,0.5
354646,1.00E+35,202,0.716255678,0.223991172,0.4,1
354668,1.01E+33,0,0.296710013,0.096897597,0.8,1
354670,1.00E+31,312,0.597740009,0.397925466,0.4,0.6
354678,1.00E+15,342,0.42164875,0.221822239,0.6,0.3
354684,1.00E+26,360,0.1998,-1.91E-05,1,0.5
354732,1.01E+29,348,0.482564214,0.154145485,0.4,0.7
354739,1.01E+35,470,0.139175078,-0.450323483,0.8,0.7
354759,1.10E+32,382,0.1998,-2.54E-05,1,0.5
354763,1.00E+35,398,0.1998,-1.49E-05,1,0.6
354773,1.00E+35,386,0.42164875,0.221837684,0.6,0.7
354783,1.00E+34,0,0.42164875,0.22183332,0.6,0.7
354812,1.00E+35,294,0.296710013,0.096894862,0.8,0.8
354837,1.00E+35,434,0.132944073,-0.418740887,1,0.7
354842,1.00E+35,306,0.234775173,-0.463067415,0.8,0.8
354855,1.00E+29,0,0.42164875,0.221828232,0.6,0.2
354865,1.01E+33,174,0.42164875,0.221826225,0.6,0.2
354963,1.00E+33,0,0.296710013,0.096890879,0.8,0.4
354968,1.00E+35,268,0.456631414,-0.008261509,0.4,0.7
355018,1.00E+34,160,0.42164875,0.221825396,0.6,1.11E-16
355054,1.00E+35,350,0.482917898,-0.045837696,0.4,0.7
355062,1.01E+35,300,0.22184875,-0.251993395,0.6,0.9
355068,1.01E+35,576,0.176530542,-0.505454241,0.8,1
355077,1.00E+33,220,0.987534175,0.143746105,0.6,0.9
355121,1.00E+34,118,0.597740009,0.397927222,0.4,0.7
355154,1.01E+35,340,0.296710013,0.096897411,0.8,0.9
355182,1.00E+32,176,0.296710013,0.096881441,0.8,0.2
355183,1.01E+35,380,0.124906599,-0.391933417,0.8,1
355192,1.10E+35,248,0.296710013,0.096891289,0.8,0.3
355222,1.10E+33,300,0.688713538,0.187693718,0.4,0.9
355229,1.00E+35,352,0.1998,-1.46E-05,1,0.8
355238,1.01E+35,354,1.118371208,0.006904315,0.8,0.8
355263,1.01E+35,510,0.033137085,-0.413009994,1,1
355265,1.01E+33,162,0.296710013,0.096894491,0.8,0.8
355272,1.01E+35,512,0.050820276,-0.384127241,1,1
355274,1.00E+35,364,0.296710013,0.096896689,0.8,0.8
355279,1.00E+26,324,0.296710013,0.096896758,0.8,0.8
355284,1.00E+26,282,1.007751756,0.06812598,0.8,0.9
355306,1.00E+33,236,0.597740009,0.397931047,0.4,1
355389,1.01E+35,240,0.249907096,-0.192153334,0.8,1
355443,1.00E+34,158,0.296710013,0.096876079,0.8,1.11E-16
355489,1.00E+34,0,0.42164875,0.221831083,0.6,0.5
355490,1.00E+26,0,0.1998,-6.20E-05,1,1.11E-16
355497,1.00E+32,352,0.42164875,0.221832224,0.6,0.4
355503,1.01E+29,208,0.42164875,0.221837684,0.6,0.8
355535,1.00E+19,226,0.296710013,0.096892346,0.8,0.8
355543,1.00E+35,368,0.125735931,-0.301934225,1,0.8
355547,1.00E+34,272,0.42184875,-0.011937561,0.6,0.7
355578,1.01E+33,356,0.296710013,0.096893795,0.8,0.6
355600,1.00E+35,274,0.112667387,-0.398409101,1,0.8
355621,1.01E+33,198,0.42164875,0.221837487,0.6,1
355638,1.00E+35,232,0.296710013,0.096893046,0.8,0.5
355643,1.01E+35,228,0.208105751,-0.23719829,0.8,1
355664,1.00E+27,0,0.42164875,0.221830562,0.6,0.2
355676,1.10E+31,0,0.296710013,0.096892346,0.8,0.4
355684,1.01E+35,304,0.200328317,-0.255214933,0.8,0.8
355699,1.00E+32,210,0.296710013,0.09689421,0.8,0.6
355718,1.00E+35,290,0.296710013,0.096898598,0.8,0.5
355737,1.00E+34,184,0.42164875,0.221831433,0.6,0.4
355772,1.10E+35,248,0.363270106,-0.085449927,0.6,1
355791,1.00E+35,334,0.296710013,0.09689513,0.8,0.6
355793,1.01E+35,496,0.1998,-1.66E-05,1,0.3
355825,1.10E+20,118,0.1998,-2.96E-05,1,0.3
355936,1.01E+35,482,0.096910013,-0.376932132,0.8,0.9
355974,1.00E+34,296,0.597940009,0.097197743,0.4,1
355975,1.00E+35,214,0.296710013,0.096895718,0.8,0.8
356017,1.00E+32,148,0.1998,-3.53E-05,1,0.2
356019,1.00E+35,508,0.229854086,-0.337506976,0.8,0.6
356024,1.00E+35,224,0.296710013,0.096896253,0.8,0.5
356027,1.00E+34,338,0.597740009,0.397928005,0.4,0.5
356050,1.10E+33,316,1.3532196,0.147854538,0.6,0.6
356081,1.00E+33,264,0.597740009,0.397929663,0.4,1
356094,1.00E+35,288,0.229774462,-0.109327749,0.6,0.8
356114,1.00E+35,132,0.296710013,0.09689513,0.8,0.6
356118,1.00E+35,276,0.597740009,0.397930618,0.4,0.7
356139,1.10E+33,302,3.132977991,0.060633915,0.8,0.5
356141,1.01E+35,0,0.597740009,0.397925944,0.4,0.7
356155,1.00E+32,188,0.42164875,0.221830175,0.6,0.6
356176,1.01E+35,324,0.609862132,0.038138709,0.6,0.7
356202,1.00E+15,194,0.1998,-2.77E-05,1,0.2
356205,1.00E+35,200,0.42164875,0.221832936,0.6,0.7
356232,1.01E+35,292,0.400256481,-0.055915963,0.4,0.9
356235,1.00E+35,240,0.243619614,-0.368340462,0.8,0.9
356276,1.10E+35,292,0.296910013,-0.119226826,0.8,0.7
356303,1.00E+35,370,0.42164875,0.221832936,0.6,0.9
356340,1.00E+35,348,0.170710678,-0.614597353,1,0.8
356565,1.00E+35,230,0.403993435,0.040626135,0.4,1
356593,1.00E+35,432,0.1998,-1.62E-05,1,0.4
356653,1.00E+35,412,0.505361809,-0.090313964,0.4,1
356684,1.00E+31,160,0.597740009,0.397923261,0.4,0.7
356710,1.00E+32,286,0.696910013,0.045498994,0.8,0.8
356721,1.00E+35,740,0.131949584,-0.288274446,0.8,0.8
356730,1.00E+30,298,0.1998,-2.34E-05,1,0.3
356731,1.10E+33,366,0.358941473,-0.077657242,0.8,0.9
356741,1.00E+32,420,2.00E-16,-0.118920432,1,1
356742,1.00E+35,686,0.241540973,-0.414508797,0.8,0.9
356744,1.10E+25,682,0,-0.156123057,1,0.6
356755,1.00E+35,716,0.177865171,-0.547954466,1,1
356790,1.00E+32,462,0.096910013,-0.032784816,0.8,0.6
356798,1.00E+35,1262,0.090930735,-0.51419461,1,1
356800,1.10E+25,392,0.140388274,0.096910013,0.8,0.4
356802,1.10E+33,374,0.190305653,-0.108073077,0.8,0.9
356811,1.00E+35,1446,0.041342615,-0.483867504,1,1
356816,1.00E+35,852,0.086939806,-0.464345276,1,1
356820,1.00E+35,450,0.42184875,-0.265461324,0.6,0.6
356831,1.10E+33,398,0.187526381,-0.087624398,0.8,1
356838,1.00E+24,590,0,6.05E-17,1,0.3
356841,1.00E+35,540,0.11979436,-0.313405443,0.8,1
356842,1.00E+31,342,0.296710013,0.096868977,0.8,1.11E-16
356848,1.00E+32,438,0.42184875,-0.095705773,0.6,1
356869,1.00E+14,450,0.1998,-3.91E-05,1,0.1
356875,1.00E+35,812,0.133747129,-0.508395578,1,1
356882,1.00E+35,712,0.132944073,-0.434416989,1,0.7
356885,1.00E+28,0,0.597740009,0.397917507,0.4,0.6
356887,1.00E+35,1210,0.127770955,-0.601677562,1,1
356914,1.00E+35,732,0.095048153,-0.469383729,1,1
356922,1.00E+35,800,0.059504287,-0.445298344,1,1
356928,1.00E+33,228,0.597740009,0.397924497,0.4,0.6
356939,1.01E+29,292,0.296710013,0.096894583,0.8,0.4
356951,1.00E+35,1080,0.005000071,-0.412775227,1,1
356970,1.11E+27,690,0.2,-3.25E-16,1,0.1
356974,1.00E+35,636,0.165685425,-0.554593554,1,1
356997,1.00E+35,940,0.109383632,-0.515278065,1,1
356999,1.00E+35,1556,0.169831545,-0.694265052,1,1
357007,1.00E+35,606,0.1,-0.459440343,1,0.8
357011,1.00E+32,364,0.1998,-4.10E-05,1,1.11E-16
357017,1.00E+19,300,0.1998,-6.20E-05,1,1.11E-16
357019,1.00E+32,326,0.42164875,0.221829771,0.6,0.4
357024,1.00E+32,386,0.296710013,0.096889495,0.8,0.5
357037,1.00E+35,1742,0.161851286,-0.689160515,1,0.6
357041,1.00E+35,708,0.158619225,-0.332477421,0.8,1
357046,1.00E+11,376,0.296710013,0.09686614,0.8,1.11E-16
357064,1.00E+21,288,0.42164875,0.221826997,0.6,0.5
357065,1.00E+32,322,0.597940009,-0.111209109,0.4,0.5
357066,1.10E+25,498,0.296910013,-0.179999239,0.8,0.6
357067,1.00E+24,626,0.1998,-2.47E-05,1,0.3
357068,1.10E+25,582,0.1998,-4.39E-05,1,1.11E-16
357073,1.00E+35,540,1.33E-16,-0.118241251,1,0.6
357079,1.00E+32,396,0.296910013,-0.018039113,0.8,0.6
357081,1.00E+32,318,0.562766683,0.031053894,0.4,1
357091,1.00E+35,202,0.597740009,0.397927025,0.4,0.8
357094,1.10E+27,746,0.170789626,-0.165068246,0.8,0.6
357106,1.00E+35,598,0.272936264,-0.18694592,0.6,1
357147,1.00E+35,800,0.047079635,-0.445426034,1,1
357151,1.00E+19,412,0.1998,-5.30E-05,1,0.2
357158,1.00E+35,628,0.342322027,-0.293521664,0.6,0.9
357162,1.00E+35,852,0.109383632,-0.515278065,1,1
357166,1.10E+21,190,0.597740009,0.397924857,0.4,0.6
357167,1.00E+32,440,0.42164875,0.22183529,0.6,0.8
357174,1.10E+30,184,1.430865744,0.161885971,0.6,0.5
357180,1.00E+35,584,0.1998,-2.77E-05,1,0.1
357181,1.00E+35,1050,0.170338031,-0.652037602,1,1
357185,1.10E+32,428,0.40934875,-0.092414013,0.6,0.9
357215,1.00E+35,1190,0.006138801,-0.420532932,1,1
357227,1.00E+35,484,0.296710013,0.096882346,0.8,0.3
357242,1.00E+35,560,0.110531872,-0.463287103,1,1
357245,1.00E+32,378,0.296910013,-0.151324347,0.8,0.7
357250,1.00E+28,308,0.296710013,0.096891439,0.8,0.4
357258,1.00E+35,760,0.112183797,-0.456475319,1,0.9
357261,1.00E+35,608,0.190365516,-0.608527925,1,0.9
357265,1.00E+25,514,0.1998,-2.40E-05,1,0.5
357281,1.00E+35,606,0.111749855,-0.430196614,1,0.9
357282,1.01E+23,302,1.163096587,0.342282031,0.4,0.6
357283,1.00E+35,598,8.88E-17,-0.118241251,1,0.6
357285,1.00E+35,602,0.132944073,-0.418740887,1,0.7
357287,1.00E+32,444,0.376886768,-0.002134902,0.6,1
357291,1.11E+27,1090,0,-0.259722071,1,0.6
357294,1.00E+32,320,0.597940009,-0.02063446,0.4,0.9
357317,1.00E+27,488,0.1998,-3.39E-05,1,1.11E-16
357338,1.00E+35,588,0.138995857,-0.028375665,0.8,1
357351,1.00E+35,564,0.1998,-1.30E-05,1,0.9
357353,1.00E+32,354,0.1998,-3.91E-05,1,0.1
357366,1.10E+33,652,4.44E-17,-0.108646489,1,0.7
357373,1.01E+26,304,0.1998,-2.05E-05,1,0.2
357382,1.10E+34,322,0.597740009,0.397927942,0.4,0.5
357393,1.00E+25,382,0.597740009,0.397924857,0.4,0.7
357429,1.00E+21,330,0.42164875,0.22182917,0.6,0.3
357431,1.00E+19,338,0.1998,-4.39E-05,1,1.11E-16
357433,1.00E+32,452,0,-0.153649338,1,0.6
357446,1.11E+27,972,0.005642376,-0.290900329,1,0.8
357465,1.00E+35,254,0.597740009,0.397929402,0.4,0.5
357485,1.00E+23,226,0.296710013,0.096893156,0.8,0.5
357488,1.00E+35,638,0.068933983,-0.428786924,1,1
357491,1.10E+33,376,0.42164875,0.2218357,0.6,0.6
357527,1.00E+32,574,0.370522447,-0.061909822,0.8,1
357530,1.11E+27,1072,0,-0.254574559,1,0.8
357540,1.01E+25,0,0.597740009,0.397924857,0.4,0.4
357545,1.00E+35,688,0.16,-0.504626104,1,1
357551,1.00E+28,284,0.597740009,0.397921836,0.4,0.4
357589,1.00E+32,668,0.280743505,-0.241012237,0.8,1
357599,1.00E+35,524,0.334516136,-0.150960809,0.6,0.8
357605,1.00E+35,726,0.111791636,-0.496334389,1,1
357608,1.10E+32,432,0.249831692,0.06243379,0.6,1
357609,1.00E+32,432,0.251221669,-0.020624858,0.6,1
357623,1.01E+27,618,0.096910013,-0.074231157,0.8,0.9
357634,1.00E+32,502,0.296910013,0.096910013,0.8,0.4
357659,1.00E+35,520,0.1998,-1.91E-05,1,0.1
357665,1.00E+35,394,0.597940009,0.185283113,0.4,1
357670,1.00E+35,612,0.2,-0.533037458,1,0.3
357671,1.00E+35,676,0.016913931,-0.368035044,1,1
357672,1.00E+33,308,0.1998,-4.39E-05,1,1.11E-16
357703,1.00E+29,0,0.42164875,0.221828232,0.6,0.4
357730,1.00E+32,726,0.096910013,-0.022010419,0.8,1
357741,1.00E+35,538,0.399626527,-0.075858482,0.6,0.8
357754,1.00E+35,564,0.492876649,-0.118177131,0.4,0.7
357760,1.00E+31,200,0.597740009,0.397921015,0.4,0.5
357786,1.01E+33,118,0.296710013,0.096893907,0.8,0.7
357789,1.00E+35,552,0.420824356,-0.012375448,0.4,1
357795,1.00E+35,836,0.027254249,-0.333496529,1,0.8
357836,1.00E+21,340,0.597740009,0.397921567,0.4,0.5
357843,1.00E+21,236,0.1998,-6.70E-05,1,1.11E-16
357861,1.00E+32,596,0.1998,-3.10E-05,1,1.11E-16
357863,1.00E+30,352,0.1998,-3.54E-05,1,1.11E-16
357864,1.00E+35,500,0.32184875,-0.196725719,0.6,0.7
357878,1.00E+32,350,0.6,7.42E-17,1,0.3
357899,1.00E+32,462,0.1998,-2.19E-05,1,1.11E-16
357911,1.00E+35,642,0.111749855,-0.430196614,1,0.9
357914,1.00E+35,782,0.04030183,-0.323537683,1,1
357923,1.00E+35,656,0.265484148,-0.241638858,0.6,1
357953,1.00E+35,554,0.1998,-4.99E-05,1,1.11E-16
357957,1.10E+25,148,0.42164875,0.221833509,0.6,0.5
357959,1.00E+26,250,0.597740009,0.397926753,0.4,0.7
357985,1.00E+35,872,0.160313317,-0.63809066,1,1
358013,1.00E+35,958,0.030732503,-0.423050688,1,1
358014,1.00E+35,758,0.153155806,-0.34035802,0.8,1
358042,1.00E+35,678,0.1998,-1.24E-05,1,0.8
358047,1.00E+32,424,0.296710013,0.096893169,0.8,0.8
358060,1.00E+35,1180,0.097932559,-0.557847523,1,1
358072,1.00E+21,244,0.296710013,0.096876518,0.8,0.2
358121,1.00E+26,190,0.296710013,0.096891035,0.8,0.1
358125,1.00E+32,316,0.296710013,0.096887511,0.8,0.6
358130,1.00E+35,314,0.296710013,0.096896758,0.8,0.3
358142,1.10E+25,532,,0,1,0.3
358144,1.00E+32,410,0.102795185,-0.172602344,0.8,1
358175,1.00E+35,580,0.237379288,-0.468893049,0.8,1
358182,1.00E+30,270,0.597740009,0.397926249,0.4,0.5
358183,1.00E+35,832,0.056245793,-0.437268033,1,1
358188,1.00E+30,470,0.597740009,0.397923483,0.4,0.7
358193,1.00E+32,492,0.296710013,0.096881441,0.8,0.1
358201,1.00E+35,326,0.597740009,0.397924768,0.4,0.5
358215,1.00E+35,796,0.026905546,-0.39923145,1,1
358217,1.00E+32,516,0.296710013,0.096886018,0.8,0.2
358224,1.00E+33,648,0.091470664,-0.244002408,1,1
358226,1.00E+32,330,0.296710013,0.096889331,0.8,0.1
358246,1.00E+28,312,0.597740009,0.397916014,0.4,0.5
358247,1.00E+35,748,0.110531872,-0.463287103,1,1
358250,1.00E+19,492,0.1998,-2.86E-05,1,0.4
358253,1.00E+32,406,0.82756097,0.128188519,0.6,0.8
358265,1.00E+32,544,0.42184875,-0.103024633,0.6,0.4
358274,1.00E+26,124,1.138020281,0.338970615,0.4,0.8
358279,1.01E+29,112,0.42164875,0.221832644,0.6,0.5
358280,1.00E+22,310,0.296710013,0.096882346,0.8,1.11E-16
358316,1.00E+32,642,0.096910013,-0.186500323,0.8,1
358337,1.00E+35,610,0.264103081,-0.219891069,0.6,1
358353,1.00E+26,242,0.296710013,0.096894594,0.8,0.6
358355,1.00E+22,180,0.42164875,0.221814815,0.6,1.11E-16
358384,1.01E+27,672,4.00E-16,-0.118241251,1,0.6
358426,1.11E+27,616,0.181513576,-0.208950735,1,0.9
358427,1.00E+35,666,0.126042484,-0.302381452,0.8,1
358435,1.01E+27,926,0,-0.190306421,1,0.8
358449,1.00E+30,0,0.597740009,0.397925953,0.4,1
358488,1.00E+32,468,0.315843899,-0.007654358,0.6,1
358489,1.00E+32,404,2.66E-16,-0.093545216,1,0.8
358499,1.10E+33,402,0.337539896,-0.046145621,0.6,1
358500,1.00E+35,648,0.108505968,-0.048261479,0.8,0.9
358501,1.10E+25,416,0.8,4.24E-17,1,0.4
358507,1.10E+31,0,0.597740009,0.397927888,0.4,0.5
358517,1.00E+32,458,0.22184875,0.127290944,0.6,0.8
358555,1.00E+35,940,0.181793821,-0.666195717,1,1
358558,1.10E+33,410,0.504544369,0.223372753,0.4,0.9
358585,1.00E+35,618,0.166373179,-0.106432908,1,0.9
358652,1.00E+23,436,0.42164875,0.221816538,0.6,1.11E-16
358655,1.00E+26,240,0.42164875,0.221832655,0.6,0.5
358661,1.00E+32,696,0.232899683,-0.152349123,0.8,1
358689,1.00E+35,708,0.12123031,-0.273429433,0.8,1
358694,1.00E+35,388,0.42164875,0.221833866,0.6,0.7
358707,1.01E+35,858,0.137086751,-0.494415596,1,1
358709,1.11E+27,724,0.100703917,-0.273442214,0.8,0.9
358711,1.00E+35,690,0.010094899,-0.368035044,1,1
358717,1.00E+35,998,0.07759225,-0.512738255,1,1
358719,1.01E+34,494,0.42164875,0.221835766,0.6,0.5
358720,1.00E+32,270,0.597740009,0.397923042,0.4,0.4
358730,1.00E+34,0,0.597740009,0.397922206,0.4,0.1
358757,1.10E+26,0,0.597740009,0.397920429,0.4,0.5
358764,1.00E+19,400,0.42164875,0.221824755,0.6,0.5
358782,1.00E+29,152,0.597740009,0.39792806,0.4,0.5
358783,1.00E+27,602,0.1998,-2.57E-05,1,0.2
358791,1.00E+21,390,0.1998,-2.40E-05,1,0.1
358793,1.10E+33,380,0.154275704,0.003900447,0.8,1
358795,1.01E+34,456,0.531273342,0.101174277,0.4,1
358799,1.01E+29,128,0.464606675,0.221287806,0.4,0.7
358819,1.00E+32,248,0.397940009,0.253078023,0.4,1
358826,1.01E+35,896,0.133333333,-0.560339879,1,1
358842,1.00E+32,572,0.260495713,-0.154974098,1,1
358867,1.00E+35,696,0.132944073,-0.418740887,1,0.7
358868,1.00E+35,426,0.1998,-1.43E-05,1,0.6
358870,1.00E+26,196,0.1998,-2.96E-05,1,0.1
358879,1.00E+32,778,0.198360526,-0.231410621,0.8,1
358911,1.00E+35,902,0.021783903,-0.370339446,1,1
358960,1.00E+35,1202,0.082842712,-0.478506378,1,1
358967,1.11E+27,486,0.297949755,-0.115153059,0.8,0.8
358976,1.10E+25,384,0.597740009,0.397924206,0.4,0.5
358991,1.01E+29,238,0.296710013,0.096891019,0.8,0.5
358995,1.00E+32,430,0.296710013,0.096894501,0.8,0.8
359021,1.00E+29,188,0.597740009,0.397921434,0.4,0.1
359024,1.00E+35,680,1.11E-16,-0.121827518,1,1
359026,1.00E+32,346,0.597740009,0.397924867,0.4,0.8
359028,1.00E+26,374,0.296710013,0.096895471,0.8,0.7
359051,1.00E+26,154,0.42164875,0.221823049,0.6,0.2
359052,1.00E+34,0,0.597740009,0.397923903,0.4,0.4
359056,1.00E+35,1052,0.2,-0.689160515,1,1
359067,1.01E+29,110,0.296710013,0.096893907,0.8,0.7
359071,1.00E+29,122,0.42164875,0.221832644,0.6,0.5
359083,1.00E+35,632,0.155079583,-0.287601897,0.8,0.9
