,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
2753,1.01E+35,1149,0,-0.532481185,0.4,0.9
2764,1.00E+32,0,4.88E-16,-0.073572154,0.4,0.5
2778,1.00E+35,0,0.1998,-1.96E-05,0.6,0.3
2797,1.00E+35,0,0.1998,-2.02E-05,0.6,0.3
2812,1.00E+31,0,0.1998,-3.54E-05,1,1.11E-16
2831,1.00E+30,0,0.1998,-2.40E-05,0.6,0.3
2847,1.11E+35,145,0.103552605,-0.498199972,0.4,0.9
2852,1.01E+31,0,0.1998,-1.64E-05,0.4,0.5
2908,1.10E+33,0,0.565685425,-0.0942286,0.6,0.7
2947,1.00E+17,0,0.1998,-3.91E-05,0.8,1.11E-16
2964,10,0,0.1998,-7.49E-05,1,1.11E-16
2965,1.00E+25,0,0.1998,-2.50E-05,0.6,1.11E-16
2967,1.00E+35,244,0.062864932,-0.33197744,0.6,0.8
2968,1.10E+27,0,0.1998,-1.38E-05,0.8,0.8
2971,1.00E+19,0,0.1998,-2.96E-05,0.8,0.5
2973,1.00E+34,115,0.1998,-1.30E-05,0.4,0.8
2974,1.00E+35,176,0.133333333,-0.576576877,0.4,1
2978,1.00E+33,0,0.1998,-1.35E-05,0.6,0.9
2979,1.00E+35,127,0.035039571,-0.385184459,0.8,0.8
2980,1.01E+29,0,0.726131549,-0.058854589,0.4,0.8
2981,1.00E+34,0,0.1998,-1.96E-05,0.6,0.3
2985,1.00E+33,0,1.300535554,-0.072127739,0.4,0.9
2986,1.00E+26,0,0.1998,-1.65E-05,0.4,0.5
2988,1.00E+16,0,0.1998,-1.69E-05,0.4,0.6
2989,1.01E+29,0,0.1998,-1.61E-05,0.6,0.9
2990,1.00E+32,0,0.1998,-1.77E-05,0.4,0.4
2991,1.00E+32,114,0.1998,-2.12E-05,0.8,0.6
2992,1.00E+16,109,0.1998,-1.90E-05,0.6,0.5
2994,1.10E+27,104,0.1998,-1.58E-05,1,0.7
2995,1.01E+35,190,0.08295857,-0.326205376,0.4,1
2996,1.01E+35,0,1.231055501,-0.072415855,0.8,0.7
2997,1.00E+35,143,0.1,-0.418574469,0.8,0.7
3000,1.00E+35,120,4.44E-17,-0.384384584,0.8,0.8
3003,1.01E+35,173,0.1,-0.451871121,0.6,0.5
3007,1.00E+26,153,0.1998,-2.19E-05,0.8,0.2
3008,1.00E+35,0,0.1998,-1.65E-05,0.4,0.7
3009,1.11E+35,308,0.1093996,-0.658418553,0.6,1
3015,1.00E+35,120,0.1998,-2.19E-05,0.6,0.5
3017,1.00E+35,0,0.1998,-1.43E-05,0.6,0.4
3019,1.00E+35,0,0.1998,-1.20E-05,0.4,0.6
3020,1.01E+35,611,0.104877363,-0.694729707,0.6,0.8
3039,1.00E+30,0,0.1998,-1.86E-05,0.4,0.4
3042,1.00E+27,0,0.1998,-3.54E-05,1,1.11E-16
3043,1.01E+29,0,0.1998,-1.86E-05,1,0.6
3047,10010,0,0.1998,-4.39E-05,0.8,1.11E-16
3051,1.00E+35,0,0.1998,-1.33E-05,0.4,0.6
3052,1.10E+35,104,0.1998,-1.30E-05,0.4,0.5
3055,1.11E+35,379,0.101857964,-0.653047284,0.6,1
3060,1.10E+26,0,0.1998,-1.73E-05,0.8,0.5
3063,1.00E+32,0,0.1998,-2.57E-05,1,0.6
3067,1.11E+35,1273,0,-0.542986425,0.4,0.6
3078,1.00E+30,0,0.1998,-2.65E-05,1,0.4
3087,1.00E+34,0,0.066368592,-0.195030224,0.8,0.7
3088,1.01E+35,977,0,-0.412282662,0.8,0.6
3094,1.01E+35,0,0.08901659,-0.184387444,0.4,0.8
3097,1.10E+34,0,0.1998,-1.43E-05,0.6,0.7
3108,1.00E+31,0,0.1998,-1.35E-05,0.4,0.9
3110,1.10E+33,0,0.131359224,-0.18010196,0.4,0.3
3131,1.00E+34,0,0.1998,-1.49E-05,0.8,0.8
3155,1.00E+27,0,0.1998,-1.61E-05,0.4,0.6
3156,1.10E+35,129,0.2,-0.565669391,0.4,0.7
3164,1.00E+25,0,0.1998,-3.39E-05,0.8,1.11E-16
3177,1.10E+35,187,0.15662814,-0.528376363,0.4,0.7
3181,1.00E+33,0,0.1998,-1.46E-05,0.4,0.6
3184,1.11E+35,140,0.06059794,-0.509475132,0.4,0.7
3185,1.10E+28,0,0.1998,-1.28E-05,0.4,0.7
3188,1.01E+35,354,0,-0.542986425,0.4,0.6
3203,1.00E+32,0,0.1998,-1.61E-05,0.6,0.8
3207,1.00E+31,0,0.1998,-2.40E-05,1,0.1
3211,1.11E+35,414,0.08035221,-0.671806728,0.4,0.8
3219,1.00E+23,0,0.1998,-3.35E-05,0.8,0.2
3229,1.00E+23,169,0.1998,-4.10E-05,1,1.11E-16
3233,1.00E+29,0,0.1998,-1.69E-05,0.6,0.1
3239,1.10E+35,122,0.1998,-1.13E-05,0.4,0.5
3247,1.00E+31,0,0.1998,-1.33E-05,0.4,0.5
3258,1.00E+30,0,0.1998,-2.07E-05,0.6,0.6
3259,1.00E+34,0,0.1998,-3.39E-05,1,1.11E-16
3260,1.00E+33,0,0.2,-0.254574559,0.6,0.7
3273,1.00E+31,0,0.1998,-1.06E-05,0.4,0.7
3280,1.00E+35,149,0.1998,-1.18E-05,0.4,1
3289,1.11E+35,457,0.022555895,-0.464804181,0.4,0.9
3297,1.01E+35,135,0.059087326,-0.363603761,1,0.9
3308,1.10E+26,0,0.1998,-3.91E-05,1,0.2
3322,1.01E+35,378,0.039754758,-0.512863991,0.4,1
3329,100100000,0,0.1998,-4.10E-05,1,0.2
3330,1.00E+35,0,0.1998,-2.50E-05,1,1.11E-16
3332,1.00E+35,0,0.1998,-1.49E-05,0.6,0.7
3344,1.00E+32,0,0.1998,-2.12E-05,0.8,0.5
3357,1.01E+35,1434,0,-0.532134244,1,1
3364,1.01E+31,0,0.1998,-1.80E-05,0.8,0.6
3367,1.01E+35,0,0.1998,-1.02E-05,0.4,0.9
3368,1.01E+33,0,0.1998,-2.00E-05,0.8,0.3
3372,1.01E+33,0,0.1998,-1.52E-05,0.8,0.8
3376,1.11E+35,1441,0,-0.532134244,0.4,0.8
3378,1.01E+35,706,0,-0.497405023,0.4,0.8
3380,1.11E+35,1366,0.045939485,-0.608711376,0.4,1
3384,1.01E+35,1370,0,-0.532134244,0.4,0.8
3386,1.00E+35,1942,0.15,-0.784313725,0.4,0.6
3394,1.11E+35,1355,0.048419093,-0.630526062,0.4,0.8
3397,1.01E+35,1368,0,-0.532134244,0.4,0.8
3427,1.00E+35,0,1.818033989,-0.03418862,0.6,0.7
3434,1.10E+12,0,0.1998,-4.39E-05,1,1.11E-16
3437,1.11E+35,1698,0.177545383,-0.780038591,0.6,0.8
3439,1.01E+35,1946,0.15,-0.784313725,0.4,0.6
3442,1.00E+31,108,0.1998,-2.47E-05,1,0.4
3444,1.00E+30,0,0.1998,-3.74E-05,1,1.11E-16
3457,1.00E+35,0,0.1998,-1.03E-05,0.6,0.8
3462,1.01E+35,116,0.086939806,-0.345714734,0.6,1
3468,1.00E+32,0,0.1998,-1.51E-05,0.6,0.8
3469,1.00E+29,0,0.1998,-1.90E-05,1,0.5
3476,1.10E+26,0,0.1998,-1.91E-05,0.6,0.3
3479,1.01E+35,1031,6.66E-17,-0.526219707,0.4,0.6
3480,1.00E+35,0,0.371539993,-0.068586941,0.6,0.7
3507,1.00E+30,0,0.1998,-2.07E-05,0.4,0.1
3517,1.01E+33,0,0.1998,-1.58E-05,0.8,0.5
3528,1.00E+29,0,0.1998,-2.05E-05,0.6,0.4
3534,1.01E+34,0,0.1998,-1.90E-05,0.8,0.5
3545,1.00E+33,997,0,-0.294117647,1,0.2
3547,1.00E+33,164,0.039668518,-0.40929185,0.4,1
3551,1.01E+24,0,0.1998,-1.52E-05,0.4,0.7
3611,1.00E+29,0,0.1998,-2.31E-05,0.6,0.3
3646,1.00E+34,0,0.1998,-2.07E-05,0.8,0.4
3682,1.00E+34,152,0.1998,-1.86E-05,0.8,0.4
3683,1.00E+31,0,0.1998,-2.96E-05,0.6,0.1
3691,1.11E+26,0,0.008176434,-0.219172726,0.6,0.7
3695,1.01E+35,0,0.1998,-1.43E-05,0.8,0.8
3710,1.00E+33,139,0.179706944,-0.312251753,0.6,1
3714,1.00E+35,0,0.1998,-1.46E-05,0.6,0.4
3717,1.01E+23,0,0.1998,-1.72E-05,0.8,0.4
3779,1.10E+35,441,0.151403414,-0.721888436,0.4,0.8
3781,1.00E+26,0,0.2,-0.182268633,0.6,0.6
3802,1.01E+35,0,0.1998,-1.02E-05,0.4,0.4
3833,1.01E+35,0,0.1998,-1.43E-05,0.8,0.5
3845,1.10E+30,0,0.1998,-1.72E-05,0.6,0.5
3850,1.00E+24,0,4.66E-16,-0.156123057,0.8,0.5
3888,1.01E+35,440,0,-0.517480433,1,1
3930,1.00E+35,0,0.1998,-1.26E-05,0.8,0.7
3949,1.00E+30,0,0.1998,-1.15E-05,0.4,0.7
3964,1.00E+19,0,0.1998,-1.72E-05,0.6,0.6
3988,1.00E+33,0,0.1998,-1.15E-05,0.6,0.6
3990,1.00E+33,154,0.137887559,-0.289643106,0.4,0.8
4012,1.00E+33,0,0.1998,-1.43E-05,0.6,0.7
4015,1.01E+35,333,0.046935093,-0.595799119,0.4,1
4027,1.00E+30,0,0.1998,-4.39E-05,1,1.11E-16
4030,1.00E+34,0,0.1998,-1.90E-05,0.8,0.5
4073,1.01E+35,797,4.44E-17,-0.517480433,0.8,0.8
4084,1.00E+30,0,0.1998,-1.38E-05,0.6,0.7
4089,1.00E+30,0,0.1998,-3.10E-05,1,0.5
4126,1.00E+34,0,0.1998,-1.20E-05,0.4,0.4
4130,1.00E+24,0,0.1998,-1.96E-05,0.6,0.5
4140,1.00E+30,0,0.1998,-2.77E-05,0.8,1.11E-16
4190,1.00E+35,0,0.1998,-2.40E-05,0.8,0.1
4191,1.00E+32,166,0.1998,-2.96E-05,0.8,0.5
4194,1.00E+34,0,0.1998,-1.55E-05,0.4,0.4
4204,1.01E+31,0,0.1998,-1.48E-05,0.4,0.5
4205,1.00E+33,0,0.1998,-2.07E-05,1,0.5
4212,1.00E+35,130,0.1998,-1.91E-05,0.6,0.3
4216,1.01E+29,0,0.1998,-2.86E-05,1,1.11E-16
4218,1.00E+29,0,0.1998,-1.61E-05,0.4,0.4
4221,1.00E+17,0,0.1998,-2.12E-05,0.8,0.4
4250,1.00E+35,0,0.1998,-1.86E-05,0.8,0.4
4257,1.00E+27,0,0.1998,-2.77E-05,0.8,0.2
4263,1.00E+33,0,0.1998,-1.52E-05,0.8,0.5
4271,1.00E+35,0,0.1998,-2.12E-05,0.8,0.4
4283,1.00E+35,0,0.1998,-1.55E-05,0.8,0.7
4287,1.00E+25,0,0.1998,-1.65E-05,0.4,0.5
4288,1.00E+33,0,0.1998,-1.62E-05,1,0.8
4291,1.00E+29,0,0.1998,-2.54E-05,0.8,0.1
4293,1.00E+35,111,0.1998,-2.57E-05,1,0.3
4295,1.11E+35,643,0.059638233,-0.615095973,0.6,0.5
4296,1.11E+35,311,0.1,-0.701626276,0.6,0.6
4297,1.01E+35,326,0.001881722,-0.425248787,0.4,1
4299,1.01E+35,557,4.44E-17,-0.526219707,0.4,0.8
4300,1.01E+35,256,0.1,-0.701626276,0.4,0.6
4308,1.01E+35,238,0.1,-0.701626276,0.4,0.6
4319,1.00E+33,403,0.005656879,-0.41518425,1,1
4320,1.11E+35,251,0.059638233,-0.570615428,0.6,0.8
4322,1.00E+30,0,0.1998,-1.91E-05,0.6,0.5
4326,1.10E+35,0,0.1998,-1.15E-05,0.8,0.2
4329,1.10E+14,0,0.1998,-2.25E-05,0.6,0.2
4331,1.01E+35,772,0,-0.477435507,1,0.9
4332,1.00E+34,0,0.1998,-1.55E-05,0.4,0.3
4334,1.01E+35,241,0.06646836,-0.440714691,0.8,0.8
4336,1.00E+30,0,0.937225418,-0.062514604,0.4,0.7
4343,1.00E+35,0,0.1998,-1.38E-05,0.6,0.5
4349,1.00E+30,0,0.1998,-2.34E-05,0.8,0.3
4350,1000000000,0,0.1998,-0.000149793,1,1.11E-16
4354,1.00E+32,0,0.1998,-1.90E-05,0.6,0.3
4355,1.01E+35,426,0,-0.511410625,1,0.5
4356,1.10E+30,0,0.1998,-1.62E-05,1,0.4
4357,1.01E+35,329,0.018514952,-0.447499468,0.8,1
4362,1.00E+15,0,0.1998,-4.39E-05,1,1.11E-16
4365,1.00E+35,0,0.1998,-2.14E-05,0.4,1.11E-16
4383,1.00E+30,0,0.1998,-2.50E-05,0.8,0.1
4384,1.00E+35,0,0,4.38E-17,0.8,0.3
4389,1.10E+34,267,0.035114206,-0.367131536,0.6,0.7
4394,1.11E+35,235,0.066666667,-0.618423993,0.6,0.3
4395,1.01E+35,0,0.096204602,-0.360253392,0.4,0.6
4414,1.00E+23,0,0.104508497,-0.136754481,0.4,0.7
4415,1.01E+35,0,0.6,-0.050501496,1,0.3
4421,1.11E+35,175,0.081323207,-0.591507573,0.4,0.8
4424,1.10E+33,0,0.083799029,-0.26244078,0.4,0.9
4426,1.11E+35,138,0.100329612,-0.616282864,0.6,1
4429,1.00E+29,0,0.1998,-1.33E-05,0.4,0.7
4432,1.01E+35,165,0.122484577,-0.512853613,0.6,1
4438,1.01E+35,474,0.1,-0.701626276,0.6,0.6
4440,1.01E+35,520,0.11279208,-0.704352911,0.4,0.6
4443,1.00E+24,0,0.1998,-2.19E-05,0.8,0.4
4451,1.00E+26,0,0.1998,-2.12E-05,0.8,0.5
4454,1.00E+21,0,0.1998,-1.54E-05,0.4,0.6
4462,1.01E+35,596,0.023524029,-0.524498033,0.8,0.8
4469,1.00E+34,0,0.1998,-1.96E-05,0.8,0.3
4471,1.00E+35,0,0.1998,-1.77E-05,0.6,0.5
4481,1.10E+35,0,0.1998,-1.77E-05,0.8,0.5
4501,1.11E+32,0,0.1998,-1.52E-05,0.6,0.3
4502,1.01E+35,124,0.1998,-1.33E-05,0.4,0.6
4507,1.01E+35,231,0.109606789,-0.484819146,0.6,0.9
4515,1.00E+34,0,0.1998,-2.19E-05,0.4,0.3
4524,1.01E+35,468,0.11279208,-0.704352911,0.6,0.7
4537,1.01E+32,0,0.1998,-2.40E-05,0.8,0.5
4551,1.00E+26,0,0.1998,-1.65E-05,0.6,0.5
4559,1.00E+29,0,0.1998,-1.86E-05,0.4,0.2
4566,1.00E+32,0,0.037445236,-0.199157298,0.8,1
4568,1.00E+27,0,0.1998,-1.49E-05,0.4,0.2
4581,1.00E+32,0,0.1998,-1.20E-05,0.4,0.8
4584,1.00E+33,0,0.1998,-2.25E-05,1,0.4
4586,1.01E+35,118,0.18763932,-0.5869596,0.6,0.6
4588,1.00E+33,0,0.1998,-1.78E-05,0.4,0.1
4589,1.00E+33,0,0.1998,-2.57E-05,1,0.2
4615,1.00E+31,0,0.1998,-1.38E-05,0.4,0.9
4616,1.10E+26,0,0.1998,-1.91E-05,0.4,0.4
4619,1.00E+33,105,0.1998,-3.10E-05,1,1.11E-16
4625,1.00E+34,0,0.1998,-2.65E-05,1,1.11E-16
4636,1.01E+34,0,0.1998,-1.30E-05,0.8,0.9
4643,1.01E+35,615,0.093870186,-0.676158164,0.6,0.8
4652,1.00E+32,0,0.149998246,-0.323125318,0.6,0.9
4653,1.00E+35,0,0.1998,-1.26E-05,0.6,0.7
4655,1.01E+25,0,0.1998,-1.69E-05,0.6,0.5
4660,1.00E+31,0,0.1998,-2.00E-05,0.8,0.6
4661,1.00E+35,0,0.1998,-2.07E-05,0.8,0.3
4662,1.00E+33,0,0.1998,-1.41E-05,0.6,0.7
4681,1.00E+27,0,0.2,-0.259577743,0.6,0.7
4687,1.00E+26,0,0.1998,-2.96E-05,1,0.3
4702,1.01E+22,0,0.1998,-1.90E-05,0.4,0.6
4708,1.10E+28,0,0.1998,-1.91E-05,0.6,0.4
4713,1.00E+30,0,0.1998,-1.52E-05,0.6,0.4
4719,1.00E+35,0,0.103875453,-0.447141944,0.4,0.9
4740,11000000000,0,0.1998,-4.63E-05,1,1.11E-16
4764,1.01E+33,0,0.186400031,-0.443895804,0.6,0.7
4766,1.11E+35,408,0.057402722,-0.575596388,0.6,0.9
4767,1.00E+20,0,0.1998,-1.61E-05,0.8,0.5
4770,1.00E+23,0,0.1998,-2.00E-05,0.8,0.5
4773,1.00E+35,0,0.1998,-1.07E-05,0.4,0.8
4777,1.10E+27,0,0.1998,-1.08E-05,0.4,0.8
4779,1.00E+34,0,0.1998,-1.40E-05,0.4,0.7
4781,1.11E+35,594,4.44E-17,-0.431679787,0.6,0.5
4782,1.00E+32,108,0.1998,-1.40E-05,0.6,0.6
4783,1.01E+35,0,0.11309475,-0.192184961,0.4,0.8
4785,101000000,0,0.1998,-5.30E-05,1,1.11E-16
4786,10000000,0,0.1998,-0.000149793,1,1.11E-16
4789,1.01E+30,0,0.1998,-1.73E-05,0.4,0.7
4790,1.00E+29,0,0.1998,-2.12E-05,0.8,0.5
4792,1.01E+26,0,0.1998,-1.30E-05,0.4,0.6
4793,1.11E+35,681,0.1,-0.701626276,0.4,0.5
4794,1.00E+35,122,0.1998,-1.91E-05,0.8,0.7
4796,1.01E+35,0,0.1998,-1.05E-05,0.4,0.7
4798,1.00E+29,0,0.1998,-2.31E-05,0.6,0.2
4802,1.10E+34,663,1.11E-16,-0.431679787,0.6,0.5
4803,1.00E+35,0,0.1998,-2.40E-05,1,0.3
4805,1.00E+35,0,0.1998,-2.07E-05,1,0.2
4807,1.00E+32,134,0.1998,-1.51E-05,0.6,0.5
4809,1.00E+30,0,0.1998,-1.52E-05,0.6,0.7
4810,1.00E+30,0,0.965685425,-0.090005698,0.4,0.3
4811,1.11E+35,339,0.078775642,-0.595287494,0.6,0.9
4813,1.01E+35,372,0,-0.427995441,0.8,1
4820,1.00E+35,0,0.1998,-3.10E-05,1,0.2
4823,1.10E+33,0,0.1998,-1.55E-05,0.4,0.7
4825,1.01E+35,812,8.88E-17,-0.517480433,0.4,0.8
4845,1.01E+35,791,0.110150288,-0.670821834,0.4,1
4848,1.10E+35,657,0.192947983,-0.802706326,0.6,0.7
4854,1.10E+34,0,0.26203146,-0.164534862,0.6,0.8
4856,1.01E+35,502,0.2,-0.735645845,0.6,0.9
4862,1.01E+35,522,0.1093996,-0.658418553,0.6,0.9
4865,1.10E+35,981,0.177545383,-0.780038591,0.6,0.8
4870,1.00E+30,0,0.1998,-3.10E-05,0.8,1.11E-16
4871,1.00E+32,191,0.009386569,-0.198988558,0.6,0.9
4895,1.01E+35,584,0.096838186,-0.655434545,0.6,0.8
4906,1.00E+35,0,0.1998,-1.91E-05,0.8,0.2
4920,1.00E+34,0,0.1998,-2.25E-05,0.4,1.11E-16
4924,1.10E+28,0,0.1998,-2.12E-05,0.8,0.5
4963,1.01E+35,495,0.120135903,-0.678200388,0.6,1
4991,1.00E+30,0,0.1998,-1.82E-05,0.4,0.7
4992,1.00E+26,0,0.1998,-1.91E-05,0.6,0.4
5001,1.00E+23,0,0.1998,-1.37E-05,0.8,0.6
5004,1.00E+35,0,0.040326693,-0.264830079,0.4,0.9
5028,1.00E+24,0,0.1998,-3.91E-05,0.8,0.1
5037,1.00E+34,0,0.1998,-1.16E-05,0.4,0.9
5051,1.00E+31,0,0.1998,-2.12E-05,0.8,0.5
5058,1.00E+35,0,0.1998,-1.73E-05,0.6,0.4
5061,1.01E+35,1503,0.09187897,-0.690811976,0.6,0.8
5071,1.01E+27,0,0.1998,-2.34E-05,0.6,1.11E-16
5078,1.00E+30,0,0.1998,-1.58E-05,0.8,0.4
5089,1.00E+32,0,0.009386569,-0.185835759,0.4,0.9
5100,1.11E+35,571,0.098461018,-0.644242678,0.6,1
5111,1.00E+34,0,0.1998,-1.91E-05,1,0.4
5140,1.00E+32,0,0.1998,-2.47E-05,0.6,0.2
5159,1.10E+32,0,0.2,-0.216136839,0.8,0.7
5197,1.01E+30,0,0.1998,-2.12E-05,0.8,0.4
5201,1.00E+20,0,0.1998,-2.96E-05,1,0.4
5207,1.00E+28,0,0.1998,-3.53E-05,0.8,0.5
5212,1.01E+35,308,0,-0.526219707,0.4,0.6
5215,1.00E+28,0,0.1998,-2.19E-05,0.4,0.4
5223,1.00E+32,0,0.1998,-1.96E-05,0.8,0.2
5227,1.01E+35,0,0.1998,-1.29E-05,0.8,0.7
5228,1.10E+34,0,0.1998,-1.03E-05,0.4,0.5
5232,1.00E+27,0,0.1998,-3.54E-05,1,1.11E-16
5234,1.00E+30,0,0.1998,-7.49E-05,1,1.11E-16
5236,1.00E+27,0,0.1998,-2.65E-05,1,0.3
5237,1.00E+32,0,0.1998,-3.10E-05,0.6,1.11E-16
5245,1.01E+30,110,0.1998,-1.77E-05,0.6,0.5
5246,1.00E+29,103,0.1998,-3.35E-05,0.8,0.2
5249,1.10E+35,0,0.1998,-1.78E-05,0.6,0.3
5255,1.00E+32,0,0.1998,-2.96E-05,1,0.5
5263,1.00E+35,0,0.1998,-1.65E-05,0.8,0.7
5267,1.00E+26,0,0.1998,-1.54E-05,0.4,0.5
5269,1.00E+34,0,0.1998,-1.91E-05,0.4,0.3
5282,1.00E+32,0,0.1998,-2.40E-05,1,0.6
5287,1.00E+35,0,0.1998,-1.30E-05,0.8,0.8
5289,1.00E+21,0,0.1998,-2.00E-05,0.6,0.5
5303,1.01E+34,0,0.1998,-1.30E-05,0.6,0.7
5363,1.00E+35,0,0.1998,-2.25E-05,1,0.1
5402,1.00E+25,0,0.1998,-2.77E-05,1,0.1
5420,1.10E+30,0,0.1998,-3.54E-05,1,1.11E-16
5459,1.00E+33,0,0.487085561,-0.107790342,0.4,0.9
5474,1.01E+35,8341,0,-0.542986425,0.4,0.6
5477,1.00E+29,0,0.1998,-1.90E-05,0.8,0.1
5506,1.01E+27,0,0.2,-0.254574559,0.6,0.5
5509,1.00E+34,0,0.1998,-1.91E-05,0.6,0.5
5553,1.01E+35,0,0.1998,-1.06E-05,0.4,0.7
5554,1.01E+28,0,0.1998,-2.07E-05,0.6,0.4
5555,1.00E+29,0,0.1998,-2.54E-05,0.8,0.5
5556,1.01E+31,0,0.1998,-1.19E-05,0.4,0.9
5557,1.00E+35,0,0.576567885,-0.110103622,1,0.8
5558,1.01E+34,0,0.1998,-1.33E-05,0.8,0.7
5559,1.00E+33,0,0.1998,-1.96E-05,0.8,0.4
5560,1.00E+30,0,0.1998,-1.73E-05,0.6,0.5
5561,1.00E+35,0,0.1998,-2.31E-05,0.8,0.3
5562,1.00E+33,133,1.108544723,-0.084305991,0.6,1
5563,1.10E+27,0,0.1998,-1.41E-05,0.6,0.6
5564,1.00E+32,0,0.091355961,-0.182642741,0.4,1
5565,1.00E+32,0,0.2,-0.24823436,0.4,0.7
5566,1.01E+35,0,0,-0.156316812,0.8,0.4
5567,1.00E+32,0,0.1998,-1.54E-05,0.6,0.8
5568,1.00E+26,0,0.1998,-1.90E-05,0.8,0.5
5569,1.10E+27,0,0.1998,-1.13E-05,0.4,0.8
5570,1.00E+34,0,0.1998,-2.57E-05,0.6,0.2
5571,1.00E+35,0,0.1998,-1.61E-05,0.8,0.7
5572,1.01E+23,0,0.1998,-1.90E-05,0.4,0.4
5573,1.00E+19,0,0.1998,-2.96E-05,1,0.3
5575,1.00E+31,0,0.1998,-1.58E-05,0.4,0.6
5576,1.01E+35,195,0.15775738,-0.561916352,0.6,0.9
5577,1.01E+35,106,0.043347326,-0.45484795,0.6,0.9
5578,1.00E+33,0,0.1998,-1.96E-05,0.8,0.3
5579,1.00E+35,0,0.1998,-1.96E-05,0.8,0.6
5580,1.00E+35,0,0.1998,-1.00E-05,0.4,0.9
5581,1.01E+26,0,0.1998,-1.90E-05,0.8,0.2
5582,1.00E+34,0,0.1998,-1.73E-05,1,0.7
5583,1.01E+30,0,0.1998,-1.35E-05,0.6,0.5
5584,1.00E+35,0,0.1998,-1.30E-05,0.8,0.7
5585,1.00E+33,0,0.1998,-1.65E-05,1,0.7
5586,1.00E+16,0,0.1998,-2.86E-05,0.6,1.11E-16
5587,1.00E+35,0,0.1998,-1.52E-05,0.4,0.3
5588,1.00E+26,0,0.177777778,3.82E-16,0.8,0.4
5589,1.01E+35,110,0.03203075,-0.486437238,0.8,1
5590,1.01E+35,2623,0,-0.490620219,0.4,0.8
5592,1.00E+34,0,0.1998,-1.73E-05,0.6,0.3
5593,1.00E+35,0,0.234314575,-0.078061528,0.6,0.7
5596,1.10E+28,157,0.1998,-1.55E-05,0.4,0.7
5598,1.01E+35,0,0.1998,-1.29E-05,0.6,0.7
5599,1.00E+24,0,0.1998,-0.00010592,1,1.11E-16
5600,1.01E+35,2599,4.44E-17,-0.412282662,0.4,0.6
5602,1.00E+33,0,0.1998,-1.55E-05,0.6,0.6
5603,1.00E+35,0,0.1998,-1.38E-05,0.6,0.7
5604,1.00E+28,0,0.1998,-1.73E-05,0.4,0.4
5605,1.00E+35,0,0.243606798,-0.162518635,0.4,0.3
5607,1.01E+14,0,0.1998,-2.25E-05,0.8,0.3
5611,1.10E+35,154,0.087167726,-0.227053997,0.4,0.6
5612,1.10E+28,0,0.1998,-1.96E-05,0.8,0.7
5613,1.00E+26,0,0.1998,-1.72E-05,0.6,0.5
5615,1.00E+32,0,0.1998,-1.40E-05,0.8,0.5
5618,1.00E+22,0,0.1998,-2.19E-05,0.6,0.4
5619,1.00E+32,0,0.1998,-2.54E-05,0.8,0.4
5622,1.00E+35,0,0.1998,-9.15E-06,0.4,1
5623,1.00E+13,0,0.1998,-2.31E-05,0.8,0.3
5624,1.00E+35,130,0.1998,-1.16E-05,0.6,0.7
5625,1.10E+35,0,0.087167726,-0.257203702,0.4,0.6
5626,1.00E+35,0,0.1998,-1.48E-05,0.6,0.7
5627,1.00E+29,113,0.1998,-2.40E-05,0.4,1.11E-16
5628,1.00E+25,0,0.1998,-1.91E-05,1,0.3
5630,1.00E+32,0,0.1998,-1.61E-05,0.6,0.4
5635,1.00E+23,0,0.1998,-3.54E-05,0.8,1.11E-16
5636,1.00E+29,0,0.1998,-3.54E-05,1,1.11E-16
5637,1.00E+35,0,0.2,-0.051411019,0.8,0.8
5639,1.00E+35,0,1.33E-16,-0.078061528,0.4,0.7
5640,1.01E+35,176,0.00273421,-0.401760108,0.4,0.9
5641,1.00E+29,0,0.1998,-2.65E-05,1,0.3
5643,1.01E+32,0,0.1998,-1.55E-05,0.4,0.5
5645,1.00E+32,0,0.1998,-1.91E-05,0.4,0.5
5647,1.01E+31,0,0.1998,-1.30E-05,0.4,0.9
5648,1.00E+32,0,0.141421356,-0.324873382,0.4,1
5649,1.00E+29,0,0.1998,-2.31E-05,1,1.11E-16
5650,1.10E+28,0,0.1998,-1.49E-05,0.4,0.4
5652,1.01E+27,0,0.1998,-1.73E-05,0.6,0.4
5655,1.01E+26,0,0.1998,-1.40E-05,0.8,0.7
5657,1.10E+30,0,0.1998,-1.43E-05,0.4,0.2
5658,1.00E+31,0,0.1998,-3.35E-05,0.8,0.1
5661,1.10E+30,0,0.1998,-1.31E-05,0.4,0.7
5662,1.00E+35,0,0.1998,-2.00E-05,1,0.3
5664,1.00E+35,0,0.1998,-2.07E-05,1,0.4
5670,1.01E+35,0,0.106261129,-0.247397351,0.4,1
5671,1.00E+34,0,0.1998,-3.00E-05,0.8,1.11E-16
5673,1.00E+35,0,0.2,-0.254466795,0.6,0.8
5679,1.00E+35,0,0.1998,-1.14E-05,0.4,0.6
5681,1.00E+35,0,0.1998,-3.00E-05,1,1.11E-16
5682,1.01E+32,0,0.1998,-1.33E-05,0.8,0.5
5688,1.10E+32,0,0.1998,-1.33E-05,0.4,0.7
5691,1.00E+20,0,0.1998,-1.77E-05,0.8,0.5
5694,1.00E+33,0,0.1998,-1.35E-05,0.6,0.8
